name,age,experience,city,role,education,salary_lpa,city_tier,exp_level,age_group,edu_numeric,role_numeric
Employee_875,51,21,Delhi,HR,MBA/M.Tech,9.37,1,Lead,Expert,4,1
Employee_876,25,8,Delhi,Data Analyst,12th/Diploma,20.23,1,Mid,Early Career,1,5
Employee_877,22,8,Mumbai,Software Developer,12th/Diploma,20.67,1,Mid,Early Career,1,3
Employee_878,29,14,Delhi,Software Developer,MBA/M.Tech,24.7,1,Senior,Mid Career,4,3
Employee_879,50,9,Bangalore,DevOps,B.Tech,16.15,1,Senior,Expert,3,4
Employee_880,24,23,Hyderabad,Data Analyst,B.Tech,4.8,1,Lead,Early Career,3,5
Employee_881,53,24,Hyderabad,HR,Bachelor's,17.23,1,Lead,Expert,2,1
Employee_882,31,9,Pune,Software Developer,12th/Diploma,16.75,2,Senior,Mid Career,1,3
Employee_883,31,7,Jaipur,HR,MBA/M.Tech,17.04,2,Mid,Mid Career,4,1
Employee_884,40,23,Bangalore,ML Engineer,12th/Diploma,9.76,1,Lead,Senior Career,1,7
Employee_885,54,15,Delhi,HR,PhD,21.91,1,Senior,Expert,5,1
Employee_886,44,16,Hyderabad,Data Scientist,12th/Diploma,24.11,1,Lead,Senior Career,1,6
Employee_887,49,4,Bangalore,Data Scientist,12th/Diploma,7.79,1,Junior,Expert,1,6
Employee_888,53,3,Hyderabad,HR,B.Tech,4.94,1,Junior,Expert,3,1
Employee_889,28,17,Delhi,Data Scientist,MBA/M.Tech,7.28,1,Lead,Mid Career,4,6
Employee_890,50,23,Hyderabad,ML Engineer,12th/Diploma,21.05,1,Lead,Expert,1,7
Employee_891,29,18,Jaipur,Data Analyst,B.Tech,17.89,2,Lead,Mid Career,3,5
Employee_892,22,3,Jaipur,Data Scientist,Bachelor's,16.99,2,Junior,Early Career,2,6
Employee_893,24,6,Pune,Data Scientist,B.Tech,11.84,2,Mid,Early Career,3,6
Employee_894,45,9,Pune,HR,B.Tech,15.71,2,Senior,Senior Career,3,1
Employee_895,44,24,Hyderabad,ML Engineer,B.Tech,9.77,1,Lead,Senior Career,3,7
Employee_896,29,17,Bangalore,Data Analyst,12th/Diploma,13.5,1,Lead,Mid Career,1,5
Employee_897,24,18,Jaipur,HR,12th/Diploma,20.45,2,Lead,Early Career,1,1
Employee_898,54,3,Bangalore,HR,Bachelor's,24.59,1,Junior,Expert,2,1
Employee_899,49,9,Bangalore,DevOps,PhD,23.51,1,Senior,Expert,5,4
Employee_900,29,0,Hyderabad,ML Engineer,PhD,23.55,1,Fresher,Mid Career,5,7
Employee_901,53,22,Bangalore,Data Analyst,PhD,11.85,1,Lead,Expert,5,5
Employee_902,45,17,Jaipur,ML Engineer,Bachelor's,13.31,2,Lead,Senior Career,2,7
Employee_903,35,4,Delhi,Data Analyst,PhD,18.52,1,Junior,Mid Career,5,5
Employee_904,53,14,Pune,ML Engineer,PhD,23.29,2,Senior,Expert,5,7
Employee_905,37,16,Delhi,HR,B.Tech,6.12,1,Lead,Senior Career,3,1
Employee_906,25,2,Bangalore,HR,12th/Diploma,9.69,1,Junior,Early Career,1,1
Employee_907,42,11,Delhi,Software Developer,12th/Diploma,6.06,1,Senior,Senior Career,1,3
Employee_908,35,1,Jaipur,Data Scientist,B.Tech,16.46,2,Fresher,Mid Career,3,6
Employee_909,52,0,Jaipur,DevOps,B.Tech,9.74,2,Fresher,Expert,3,4
Employee_910,39,22,Bangalore,ML Engineer,B.Tech,10.17,1,Lead,Senior Career,3,7
Employee_911,28,20,Hyderabad,DevOps,12th/Diploma,4.56,1,Lead,Mid Career,1,4
Employee_912,31,16,Delhi,Software Developer,PhD,10.7,1,Lead,Mid Career,5,3
Employee_913,28,21,Hyderabad,Data Scientist,B.Tech,21.97,1,Lead,Mid Career,3,6
Employee_914,54,15,Hyderabad,ML Engineer,Bachelor's,8.13,1,Senior,Expert,2,7
Employee_915,44,4,Mumbai,Data Analyst,B.Tech,18.29,1,Junior,Senior Career,3,5
Employee_916,42,14,Bangalore,Data Scientist,MBA/M.Tech,16.85,1,Senior,Senior Career,4,6
Employee_917,40,2,Pune,HR,B.Tech,22.0,2,Junior,Senior Career,3,1
Employee_918,40,6,Jaipur,Software Developer,12th/Diploma,5.91,2,Mid,Senior Career,1,3
Employee_919,50,10,Jaipur,Data Scientist,B.Tech,24.51,2,Senior,Expert,3,6
Employee_920,39,9,Bangalore,Data Scientist,MBA/M.Tech,15.82,1,Senior,Senior Career,4,6
Employee_921,23,8,Pune,HR,Bachelor's,24.9,2,Mid,Early Career,2,1
Employee_922,22,13,Jaipur,ML Engineer,PhD,23.05,2,Senior,Early Career,5,7
Employee_923,26,12,Bangalore,Data Analyst,B.Tech,7.87,1,Senior,Mid Career,3,5
Employee_924,41,24,Jaipur,HR,MBA/M.Tech,4.24,2,Lead,Senior Career,4,1
Employee_925,32,24,Hyderabad,Data Analyst,MBA/M.Tech,8.62,1,Lead,Mid Career,4,5
Employee_926,23,1,Delhi,ML Engineer,Bachelor's,14.61,1,Fresher,Early Career,2,7
Employee_927,24,2,Delhi,Data Scientist,12th/Diploma,6.78,1,Junior,Early Career,1,6
Employee_928,44,6,Jaipur,Data Analyst,B.Tech,6.68,2,Mid,Senior Career,3,5
Employee_929,33,20,Mumbai,Software Developer,MBA/M.Tech,13.18,1,Lead,Mid Career,4,3
Employee_930,41,17,Pune,Software Developer,Bachelor's,3.73,2,Lead,Senior Career,2,3
Employee_931,26,2,Pune,HR,PhD,5.68,2,Junior,Mid Career,5,1
Employee_932,51,9,Pune,ML Engineer,MBA/M.Tech,12.15,2,Senior,Expert,4,7
Employee_933,30,21,Hyderabad,HR,Bachelor's,4.39,1,Lead,Mid Career,2,1
Employee_934,43,6,Pune,HR,12th/Diploma,11.73,2,Mid,Senior Career,1,1
Employee_935,45,8,Delhi,DevOps,12th/Diploma,13.43,1,Mid,Senior Career,1,4
Employee_936,38,16,Hyderabad,HR,MBA/M.Tech,12.93,1,Lead,Senior Career,4,1
Employee_937,31,10,Bangalore,DevOps,MBA/M.Tech,22.12,1,Senior,Mid Career,4,4
Employee_938,51,6,Pune,Software Developer,B.Tech,14.66,2,Mid,Expert,3,3
Employee_939,44,23,Pune,Software Developer,Bachelor's,13.3,2,Lead,Senior Career,2,3
Employee_940,53,13,Bangalore,HR,MBA/M.Tech,12.04,1,Senior,Expert,4,1
Employee_941,38,18,Pune,Software Developer,B.Tech,20.99,2,Lead,Senior Career,3,3
Employee_942,38,3,Bangalore,ML Engineer,B.Tech,22.69,1,Junior,Senior Career,3,7
Employee_943,35,5,Hyderabad,DevOps,MBA/M.Tech,21.77,1,Mid,Mid Career,4,4
Employee_944,30,9,Delhi,DevOps,12th/Diploma,17.82,1,Senior,Mid Career,1,4
Employee_945,23,6,Bangalore,HR,Bachelor's,6.02,1,Mid,Early Career,2,1
Employee_946,46,12,Mumbai,Software Developer,Bachelor's,9.09,1,Senior,Expert,2,3
Employee_947,30,13,Bangalore,Data Analyst,12th/Diploma,4.01,1,Senior,Mid Career,1,5
Employee_948,43,3,Pune,DevOps,MBA/M.Tech,23.48,2,Junior,Senior Career,4,4
Employee_949,25,7,Hyderabad,HR,Bachelor's,17.54,1,Mid,Early Career,2,1
Employee_950,47,4,Jaipur,HR,MBA/M.Tech,19.42,2,Junior,Expert,4,1
Employee_951,50,0,Hyderabad,ML Engineer,MBA/M.Tech,9.85,1,Fresher,Expert,4,7
Employee_952,44,3,Jaipur,Data Scientist,B.Tech,21.6,2,Junior,Senior Career,3,6
Employee_953,32,2,Bangalore,Data Scientist,12th/Diploma,8.71,1,Junior,Mid Career,1,6
Employee_954,27,8,Delhi,DevOps,MBA/M.Tech,3.04,1,Mid,Mid Career,4,4
Employee_955,39,7,Mumbai,ML Engineer,PhD,11.28,1,Mid,Senior Career,5,7
Employee_956,42,0,Hyderabad,ML Engineer,12th/Diploma,15.56,1,Fresher,Senior Career,1,7
Employee_957,38,5,Pune,ML Engineer,Bachelor's,13.53,2,Mid,Senior Career,2,7
Employee_958,46,8,Jaipur,DevOps,B.Tech,21.97,2,Mid,Expert,3,4
Employee_959,33,6,Pune,Data Scientist,Bachelor's,5.32,2,Mid,Mid Career,2,6
Employee_960,44,3,Delhi,ML Engineer,Bachelor's,15.18,1,Junior,Senior Career,2,7
Employee_961,43,12,Jaipur,Software Developer,12th/Diploma,14.29,2,Senior,Senior Career,1,3
Employee_962,42,16,Hyderabad,HR,Bachelor's,9.19,1,Lead,Senior Career,2,1
Employee_963,48,1,Bangalore,HR,MBA/M.Tech,21.09,1,Fresher,Expert,4,1
Employee_964,52,4,Pune,Data Analyst,Bachelor's,19.56,2,Junior,Expert,2,5
Employee_965,27,11,Delhi,Data Analyst,B.Tech,19.12,1,Senior,Mid Career,3,5
Employee_966,48,20,Hyderabad,DevOps,B.Tech,22.28,1,Lead,Expert,3,4
Employee_967,33,7,Hyderabad,DevOps,PhD,18.9,1,Mid,Mid Career,5,4
Employee_968,28,5,Hyderabad,HR,B.Tech,8.1,1,Mid,Mid Career,3,1
Employee_969,31,7,Hyderabad,Software Developer,Bachelor's,18.52,1,Mid,Mid Career,2,3
Employee_970,38,17,Jaipur,Data Scientist,B.Tech,9.77,2,Lead,Senior Career,3,6
Employee_971,47,2,Hyderabad,Data Scientist,12th/Diploma,8.33,1,Junior,Expert,1,6
Employee_972,42,21,Pune,DevOps,B.Tech,4.61,2,Lead,Senior Career,3,4
Employee_973,49,11,Delhi,Software Developer,MBA/M.Tech,19.37,1,Senior,Expert,4,3
Employee_974,23,2,Jaipur,DevOps,12th/Diploma,18.64,2,Junior,Early Career,1,4
Employee_975,22,21,Hyderabad,Data Scientist,PhD,8.16,1,Lead,Early Career,5,6
Employee_976,47,5,Mumbai,DevOps,MBA/M.Tech,19.49,1,Mid,Expert,4,4
Employee_977,50,1,Mumbai,ML Engineer,Bachelor's,23.19,1,Fresher,Expert,2,7
Employee_978,42,22,Delhi,DevOps,Bachelor's,5.38,1,Lead,Senior Career,2,4
Employee_979,32,11,Bangalore,HR,Bachelor's,8.12,1,Senior,Mid Career,2,1
Employee_980,32,1,Bangalore,DevOps,MBA/M.Tech,19.51,1,Fresher,Mid Career,4,4
Employee_981,45,5,Jaipur,HR,MBA/M.Tech,9.04,2,Mid,Senior Career,4,1
Employee_982,43,16,Jaipur,Software Developer,MBA/M.Tech,16.74,2,Lead,Senior Career,4,3
Employee_983,26,2,Jaipur,Data Scientist,12th/Diploma,4.79,2,Junior,Mid Career,1,6
Employee_984,54,1,Bangalore,Data Analyst,12th/Diploma,12.95,1,Fresher,Expert,1,5
Employee_985,41,22,Mumbai,Data Analyst,Bachelor's,19.26,1,Lead,Senior Career,2,5
Employee_986,40,19,Bangalore,Data Scientist,B.Tech,18.1,1,Lead,Senior Career,3,6
Employee_987,38,7,Pune,Data Analyst,Bachelor's,20.93,2,Mid,Senior Career,2,5
Employee_988,30,21,Hyderabad,DevOps,PhD,22.3,1,Lead,Mid Career,5,4
Employee_989,47,11,Jaipur,Software Developer,12th/Diploma,20.01,2,Senior,Expert,1,3
Employee_990,23,3,Mumbai,Software Developer,MBA/M.Tech,17.77,1,Junior,Early Career,4,3
Employee_991,30,4,Delhi,Data Scientist,12th/Diploma,3.7,1,Junior,Mid Career,1,6
Employee_992,30,12,Delhi,Data Analyst,MBA/M.Tech,14.77,1,Senior,Mid Career,4,5
Employee_993,38,14,Hyderabad,DevOps,PhD,3.83,1,Senior,Senior Career,5,4
Employee_994,22,24,Mumbai,Software Developer,PhD,20.78,1,Lead,Early Career,5,3
Employee_995,46,22,Bangalore,Software Developer,12th/Diploma,10.06,1,Lead,Expert,1,3
Employee_996,46,15,Bangalore,ML Engineer,MBA/M.Tech,15.37,1,Senior,Expert,4,7
Employee_997,24,9,Pune,ML Engineer,PhD,9.15,2,Senior,Early Career,5,7
Employee_998,51,24,Pune,Software Developer,Bachelor's,20.22,2,Lead,Expert,2,3
Employee_999,33,22,Bangalore,Data Scientist,Bachelor's,22.5,1,Lead,Mid Career,2,6
Employee_1000,40,15,Delhi,HR,MBA/M.Tech,11.77,1,Senior,Senior Career,4,1
